"","year","country","region","variable","value","hc_key"
"893",2020,"RUS","60","elec_cons",976,NA
"894",2020,"RUS","61","elec_cons",1070,NA
"895",2020,"RUS","63","elec_cons",797,NA
"896",2020,"RUS","64","elec_cons",1331,NA
"897",2020,"RUS","65","elec_cons",869,NA
"898",2020,"RUS","66","elec_cons",862,NA
"899",2020,"RUS","67","elec_cons",944,NA
"900",2020,"RUS","68","elec_cons",929,NA
"901",2020,"RUS","69","elec_cons",934,NA
"902",2020,"RUS","7","elec_cons",929,NA
"903",2020,"RUS","70","elec_cons",936,NA
"904",2020,"RUS","71","elec_cons",731,NA
"905",2020,"RUS","73","elec_cons",827,NA
"906",2020,"RUS","75","elec_cons",793,NA
"907",2020,"RUS","76","elec_cons",872,NA
"908",2020,"RUS","77","elec_cons",1318,NA
"909",2020,"RUS","78","elec_cons",766,NA
"910",2020,"RUS","79","elec_cons",883,NA
"911",2020,"RUS","8","elec_cons",921,NA
"912",2020,"RUS","81","elec_cons",856,NA
"913",2020,"RUS","82","elec_cons",688,NA
"914",2020,"RUS","83","elec_cons",784,NA
"915",2020,"RUS","84","elec_cons",918,NA
"916",2020,"RUS","85","elec_cons",829,NA
"917",2020,"RUS","86","elec_cons",924,NA
"918",2020,"RUS","87","elec_cons",945,NA
"919",2020,"RUS","88","elec_cons",823,NA
"920",2020,"RUS","89","elec_cons",761,NA
"921",2020,"RUS","90","elec_cons",765,NA
"922",2020,"RUS","91","elec_cons",781,NA
"923",2020,"RUS","92","elec_cons",757,NA
"924",2020,"RUS","93","elec_cons",764,NA
"925",2020,"RUS","94","elec_cons",730,NA
"926",2020,"RUS","95","elec_cons",618,NA
"927",2020,"RUS","96","elec_cons",700,NA
"928",2020,"RUS","97","elec_cons",774,NA
"929",2020,"RUS","98","elec_cons",1047,NA
"930",2020,"RUS","99","elec_cons",1016,NA
"931",2020,"RUS","1","gas_cons",623,NA
"932",2020,"RUS","10","gas_cons",373,NA
"933",2020,"RUS","11","gas_cons",410,NA
"934",2020,"RUS","12","gas_cons",497,NA
"935",2020,"RUS","14","gas_cons",570,NA
"936",2020,"RUS","15","gas_cons",903,NA
"937",2020,"RUS","17","gas_cons",778,NA
"938",2020,"RUS","18","gas_cons",543,NA
"939",2020,"RUS","19","gas_cons",452,NA
"940",2020,"RUS","20","gas_cons",734,NA
"941",2020,"RUS","22","gas_cons",605,NA
"942",2020,"RUS","24","gas_cons",606,NA
"943",2020,"RUS","25","gas_cons",373,NA
"944",2020,"RUS","26","gas_cons",393,NA
"945",2020,"RUS","27","gas_cons",441,NA
"946",2020,"RUS","28","gas_cons",616,NA
"947",2020,"RUS","29","gas_cons",847,NA
"948",2020,"RUS","3","gas_cons",666,NA
"949",2020,"RUS","30","gas_cons",88,NA
"950",2020,"RUS","32","gas_cons",36,NA
"951",2020,"RUS","33","gas_cons",307,NA
"952",2020,"RUS","34","gas_cons",429,NA
"953",2020,"RUS","35","gas_cons",755,NA
"954",2020,"RUS","36","gas_cons",505,NA
"955",2020,"RUS","37","gas_cons",539,NA
"956",2020,"RUS","38","gas_cons",706,NA
"957",2020,"RUS","4","gas_cons",281,NA
"958",2020,"RUS","40","gas_cons",295,NA
"959",2020,"RUS","41","gas_cons",299,NA
"960",2020,"RUS","42","gas_cons",608,NA
"961",2020,"RUS","44","gas_cons",39,NA
"962",2020,"RUS","45","gas_cons",157,NA
"963",2020,"RUS","46","gas_cons",401,NA
"964",2020,"RUS","47","gas_cons",237,NA
"965",2020,"RUS","49","gas_cons",635,NA
"966",2020,"RUS","5","gas_cons",122,NA
"967",2020,"RUS","50","gas_cons",232,NA
"968",2020,"RUS","52","gas_cons",468,NA
"969",2020,"RUS","53","gas_cons",617,NA
"970",2020,"RUS","54","gas_cons",559,NA
"971",2020,"RUS","56","gas_cons",573,NA
"972",2020,"RUS","57","gas_cons",518,NA
"973",2020,"RUS","58","gas_cons",582,NA
"974",2020,"RUS","60","gas_cons",529,NA
"975",2020,"RUS","61","gas_cons",943,NA
"976",2020,"RUS","63","gas_cons",562,NA
"977",2020,"RUS","64","gas_cons",194,NA
"978",2020,"RUS","65","gas_cons",316,NA
"979",2020,"RUS","66","gas_cons",543,NA
"980",2020,"RUS","67","gas_cons",213,NA
"981",2020,"RUS","68","gas_cons",523,NA
"982",2020,"RUS","69","gas_cons",367,NA
"983",2020,"RUS","7","gas_cons",721,NA
"984",2020,"RUS","70","gas_cons",615,NA
"985",2020,"RUS","71","gas_cons",211,NA
"986",2020,"RUS","73","gas_cons",566,NA
"987",2020,"RUS","75","gas_cons",267,NA
"988",2020,"RUS","76","gas_cons",362,NA
"989",2020,"RUS","77","gas_cons",178,NA
"990",2020,"RUS","78","gas_cons",559,NA
"991",2020,"RUS","79","gas_cons",600,NA
"992",2020,"RUS","8","gas_cons",202,NA
"993",2020,"RUS","81","gas_cons",412,NA
"994",2020,"RUS","82","gas_cons",510,NA
"995",2020,"RUS","83","gas_cons",643,NA
"996",2020,"RUS","84","gas_cons",916,NA
"997",2020,"RUS","85","gas_cons",865,NA
"998",2020,"RUS","86","gas_cons",289,NA
"999",2020,"RUS","87","gas_cons",380,NA
"1000",2020,"RUS","88","gas_cons",410,NA
"1001",2020,"RUS","89","gas_cons",582,NA
"1002",2020,"RUS","90","gas_cons",453,NA
"1003",2020,"RUS","91","gas_cons",591,NA
"1004",2020,"RUS","92","gas_cons",524,NA
"1005",2020,"RUS","93","gas_cons",642,NA
"1006",2020,"RUS","94","gas_cons",509,NA
"1007",2020,"RUS","95","gas_cons",250,NA
"1008",2020,"RUS","96","gas_cons",549,NA
"1009",2020,"RUS","97","gas_cons",467,NA
"1010",2020,"RUS","98","gas_cons",285,NA
"1011",2020,"RUS","99","gas_cons",493,NA
"1012",2020,"VNM","An Giang","elec_cons",1620,NA
"1013",2020,"VNM","Ba Ria - Vung Tau","elec_cons",2382,NA
"1014",2020,"VNM","Bac Giang","elec_cons",2730,NA
"1015",2020,"VNM","Bac Kan","elec_cons",1977,NA
"1016",2020,"VNM","Bac Lieu","elec_cons",2731,NA
"1017",2020,"VNM","Bac Ninh","elec_cons",3015,NA
"1018",2020,"VNM","Ben Tre","elec_cons",1658,NA
"1019",2020,"VNM","Binh Dinh","elec_cons",2585,NA
"1020",2020,"VNM","Binh Duong","elec_cons",2046,NA
"1021",2020,"VNM","Binh Phuoc","elec_cons",2333,NA
"1022",2020,"VNM","Binh Thuan","elec_cons",2209,NA
"1023",2020,"VNM","Ca Mau","elec_cons",2457,NA
"1024",2020,"VNM","Can Tho","elec_cons",2566,NA
"1025",2020,"VNM","Cao Bang","elec_cons",1821,NA
"1026",2020,"VNM","Da Nang","elec_cons",2998,NA
"1027",2020,"VNM","Dac Lak","elec_cons",2083,NA
"1028",2020,"VNM","Dak Nong","elec_cons",1916,NA
"1029",2020,"VNM","Dien Bien","elec_cons",1743,NA
"1030",2020,"VNM","Dong Nai","elec_cons",2504,NA
"1031",2020,"VNM","Dong Thap","elec_cons",2071,NA
"1032",2020,"VNM","Gia Lai","elec_cons",1911,NA
"1033",2020,"VNM","Ha Giang","elec_cons",1521,NA
"1034",2020,"VNM","Ha Nam","elec_cons",2697,NA
"1035",2020,"VNM","Ha Noi","elec_cons",3552,NA
"1036",2020,"VNM","Ha Tinh","elec_cons",2559,NA
"1037",2020,"VNM","Hai Duong","elec_cons",2838,NA
"1038",2020,"VNM","Hai Phong","elec_cons",3177,NA
"1039",2020,"VNM","Hau Giang","elec_cons",2471,NA
"1040",2020,"VNM","Ho Chi Minh","elec_cons",3577,NA
"1041",2020,"VNM","Hoa Binh","elec_cons",2004,NA
"1042",2020,"VNM","Hung Yen","elec_cons",3179,NA
"1043",2020,"VNM","Khanh Hoa","elec_cons",2528,NA
"1044",2020,"VNM","Kien Giang","elec_cons",2091,NA
"1045",2020,"VNM","Kon Tum","elec_cons",1216,NA
"1046",2020,"VNM","Lai Chau","elec_cons",1559,NA
"1047",2020,"VNM","Lam Dong","elec_cons",1761,NA
"1048",2020,"VNM","Lang Son","elec_cons",2094,NA
"1049",2020,"VNM","Lao Cai","elec_cons",2124,NA
"1050",2020,"VNM","Long An","elec_cons",2463,NA
"1051",2020,"VNM","Nam Dinh","elec_cons",2674,NA
"1052",2020,"VNM","Nghe An","elec_cons",2594,NA
"1053",2020,"VNM","Ninh Binh","elec_cons",3212,NA
"1054",2020,"VNM","Ninh Thuan","elec_cons",2092,NA
"1055",2020,"VNM","Phu Tho","elec_cons",3184,NA
"1056",2020,"VNM","Phu Yen","elec_cons",1807,NA
"1057",2020,"VNM","Quang Binh","elec_cons",2235,NA
"1058",2020,"VNM","Quang Nam","elec_cons",1487,NA
"1059",2020,"VNM","Quang Ngai","elec_cons",1916,NA
"1060",2020,"VNM","Quang Ninh","elec_cons",2719,NA
"1061",2020,"VNM","Quang Tri","elec_cons",2242,NA
"1062",2020,"VNM","Soc Trang","elec_cons",2259,NA
"1063",2020,"VNM","Son La","elec_cons",1201,NA
"1064",2020,"VNM","Tay Ninh","elec_cons",2453,NA
"1065",2020,"VNM","Thai Binh","elec_cons",3045,NA
"1066",2020,"VNM","Thai Nguyen","elec_cons",2463,NA
"1067",2020,"VNM","Thanh Hoa","elec_cons",2299,NA
"1068",2020,"VNM","Thua Thien Hue","elec_cons",2121,NA
"1069",2020,"VNM","Tien Giang","elec_cons",2263,NA
"1070",2020,"VNM","Tra Vinh","elec_cons",2180,NA
"1071",2020,"VNM","Tuyen Quang","elec_cons",1970,NA
"1072",2020,"VNM","Vinh Long","elec_cons",2220,NA
"1073",2020,"VNM","Vinh Phuc","elec_cons",3365,NA
"1074",2020,"VNM","Yen Bai","elec_cons",1923,NA
"1075",2020,"VNM","An Giang","gas_cons",630,NA
"1076",2020,"VNM","Ba Ria - Vung Tau","gas_cons",700,NA
"1077",2020,"VNM","Bac Giang","gas_cons",730,NA
"1078",2020,"VNM","Bac Kan","gas_cons",443,NA
"1079",2020,"VNM","Bac Lieu","gas_cons",862,NA
"1080",2020,"VNM","Bac Ninh","gas_cons",793,NA
"1081",2020,"VNM","Ben Tre","gas_cons",834,NA
"1082",2020,"VNM","Binh Dinh","gas_cons",611,NA
"1083",2020,"VNM","Binh Duong","gas_cons",841,NA
"1084",2020,"VNM","Binh Phuoc","gas_cons",733,NA
"1085",2020,"VNM","Binh Thuan","gas_cons",617,NA
"1086",2020,"VNM","Ca Mau","gas_cons",789,NA
"1087",2020,"VNM","Can Tho","gas_cons",904,NA
"1088",2020,"VNM","Cao Bang","gas_cons",303,NA
"1089",2020,"VNM","Da Nang","gas_cons",771,NA
"1090",2020,"VNM","Dac Lak","gas_cons",553,NA
"1091",2020,"VNM","Dak Nong","gas_cons",592,NA
"1092",2020,"VNM","Dien Bien","gas_cons",575,NA
"1093",2020,"VNM","Dong Nai","gas_cons",833,NA
"1094",2020,"VNM","Dong Thap","gas_cons",643,NA
"1095",2020,"VNM","Gia Lai","gas_cons",654,NA
"1096",2020,"VNM","Ha Giang","gas_cons",710,NA
"1097",2020,"VNM","Ha Nam","gas_cons",751,NA
"1098",2020,"VNM","Ha Noi","gas_cons",846,NA
"1099",2020,"VNM","Ha Tinh","gas_cons",579,NA
"1100",2020,"VNM","Hai Duong","gas_cons",873,NA
"1101",2020,"VNM","Hai Phong","gas_cons",869,NA
"1102",2020,"VNM","Hau Giang","gas_cons",671,NA
"1103",2020,"VNM","Ho Chi Minh","gas_cons",1163,NA
"1104",2020,"VNM","Hoa Binh","gas_cons",791,NA
"1105",2020,"VNM","Hung Yen","gas_cons",714,NA
"1106",2020,"VNM","Khanh Hoa","gas_cons",774,NA
"1107",2020,"VNM","Kien Giang","gas_cons",697,NA
"1108",2020,"VNM","Kon Tum","gas_cons",546,NA
"1109",2020,"VNM","Lai Chau","gas_cons",570,NA
"1110",2020,"VNM","Lam Dong","gas_cons",796,NA
"1111",2020,"VNM","Lang Son","gas_cons",712,NA
"1112",2020,"VNM","Lao Cai","gas_cons",570,NA
"1113",2020,"VNM","Long An","gas_cons",724,NA
"1114",2020,"VNM","Nam Dinh","gas_cons",814,NA
"1115",2020,"VNM","Nghe An","gas_cons",574,NA
"1116",2020,"VNM","Ninh Binh","gas_cons",916,NA
"1117",2020,"VNM","Ninh Thuan","gas_cons",603,NA
"1118",2020,"VNM","Phu Tho","gas_cons",804,NA
"1119",2020,"VNM","Phu Yen","gas_cons",640,NA
"1120",2020,"VNM","Quang Binh","gas_cons",845,NA
"1121",2020,"VNM","Quang Nam","gas_cons",780,NA
"1122",2020,"VNM","Quang Ngai","gas_cons",557,NA
"1123",2020,"VNM","Quang Ninh","gas_cons",971,NA
"1124",2020,"VNM","Quang Tri","gas_cons",557,NA
"1125",2020,"VNM","Soc Trang","gas_cons",738,NA
"1126",2020,"VNM","Son La","gas_cons",590,NA
"1127",2020,"VNM","Tay Ninh","gas_cons",756,NA
"1128",2020,"VNM","Thai Binh","gas_cons",922,NA
"1129",2020,"VNM","Thai Nguyen","gas_cons",915,NA
"1130",2020,"VNM","Thanh Hoa","gas_cons",686,NA
"1131",2020,"VNM","Thua Thien Hue","gas_cons",710,NA
"1132",2020,"VNM","Tien Giang","gas_cons",771,NA
"1133",2020,"VNM","Tra Vinh","gas_cons",489,NA
"1134",2020,"VNM","Tuyen Quang","gas_cons",660,NA
"1135",2020,"VNM","Vinh Long","gas_cons",587,NA
"1136",2020,"VNM","Vinh Phuc","gas_cons",674,NA
"1137",2020,"VNM","Yen Bai","gas_cons",623,NA
"1138",2020,"VNM","An Giang","totbiom_cons",316,NA
"1139",2020,"VNM","Ba Ria - Vung Tau","totbiom_cons",58,NA
"1140",2020,"VNM","Bac Giang","totbiom_cons",281,NA
"1141",2020,"VNM","Bac Kan","totbiom_cons",2037,NA
"1142",2020,"VNM","Bac Lieu","totbiom_cons",348,NA
"1143",2020,"VNM","Bac Ninh","totbiom_cons",231,NA
"1144",2020,"VNM","Ben Tre","totbiom_cons",688,NA
"1145",2020,"VNM","Binh Dinh","totbiom_cons",511,NA
"1146",2020,"VNM","Binh Duong","totbiom_cons",53,NA
"1147",2020,"VNM","Binh Phuoc","totbiom_cons",240,NA
"1148",2020,"VNM","Binh Thuan","totbiom_cons",24,NA
"1149",2020,"VNM","Ca Mau","totbiom_cons",308,NA
"1150",2020,"VNM","Can Tho","totbiom_cons",246,NA
"1151",2020,"VNM","Cao Bang","totbiom_cons",1218,NA
"1152",2020,"VNM","Da Nang","totbiom_cons",2,NA
"1153",2020,"VNM","Dac Lak","totbiom_cons",505,NA
"1154",2020,"VNM","Dak Nong","totbiom_cons",599,NA
"1155",2020,"VNM","Dien Bien","totbiom_cons",1681,NA
"1156",2020,"VNM","Dong Nai","totbiom_cons",185,NA
"1157",2020,"VNM","Dong Thap","totbiom_cons",1244,NA
"1158",2020,"VNM","Gia Lai","totbiom_cons",775,NA
"1159",2020,"VNM","Ha Giang","totbiom_cons",1407,NA
"1160",2020,"VNM","Ha Nam","totbiom_cons",293,NA
"1161",2020,"VNM","Ha Noi","totbiom_cons",103,NA
"1162",2020,"VNM","Ha Tinh","totbiom_cons",706,NA
"1163",2020,"VNM","Hai Duong","totbiom_cons",121,NA
"1164",2020,"VNM","Hai Phong","totbiom_cons",426,NA
"1165",2020,"VNM","Hau Giang","totbiom_cons",836,NA
"1166",2020,"VNM","Ho Chi Minh","totbiom_cons",177,NA
"1167",2020,"VNM","Hoa Binh","totbiom_cons",588,NA
"1168",2020,"VNM","Hung Yen","totbiom_cons",143,NA
"1169",2020,"VNM","Khanh Hoa","totbiom_cons",65,NA
"1170",2020,"VNM","Kien Giang","totbiom_cons",273,NA
"1171",2020,"VNM","Kon Tum","totbiom_cons",536,NA
"1172",2020,"VNM","Lai Chau","totbiom_cons",1724,NA
"1173",2020,"VNM","Lam Dong","totbiom_cons",156,NA
"1174",2020,"VNM","Lang Son","totbiom_cons",723,NA
"1175",2020,"VNM","Lao Cai","totbiom_cons",1354,NA
"1176",2020,"VNM","Long An","totbiom_cons",628,NA
"1177",2020,"VNM","Nam Dinh","totbiom_cons",192,NA
"1178",2020,"VNM","Nghe An","totbiom_cons",468,NA
"1179",2020,"VNM","Ninh Binh","totbiom_cons",30,NA
"1180",2020,"VNM","Ninh Thuan","totbiom_cons",333,NA
"1181",2020,"VNM","Phu Tho","totbiom_cons",467,NA
"1182",2020,"VNM","Phu Yen","totbiom_cons",62,NA
"1183",2020,"VNM","Quang Binh","totbiom_cons",433,NA
"1184",2020,"VNM","Quang Nam","totbiom_cons",682,NA
"1185",2020,"VNM","Quang Ngai","totbiom_cons",954,NA
"1186",2020,"VNM","Quang Ninh","totbiom_cons",346,NA
"1187",2020,"VNM","Quang Tri","totbiom_cons",1527,NA
"1188",2020,"VNM","Soc Trang","totbiom_cons",594,NA
"1189",2020,"VNM","Son La","totbiom_cons",1390,NA
"1190",2020,"VNM","Tay Ninh","totbiom_cons",126,NA
"1191",2020,"VNM","Thai Binh","totbiom_cons",184,NA
"1192",2020,"VNM","Thai Nguyen","totbiom_cons",743,NA
"1193",2020,"VNM","Thanh Hoa","totbiom_cons",769,NA
"1194",2020,"VNM","Thua Thien Hue","totbiom_cons",531,NA
"1195",2020,"VNM","Tien Giang","totbiom_cons",455,NA
"1196",2020,"VNM","Tra Vinh","totbiom_cons",1221,NA
"1197",2020,"VNM","Tuyen Quang","totbiom_cons",1020,NA
"1198",2020,"VNM","Vinh Long","totbiom_cons",851,NA
"1199",2020,"VNM","Vinh Phuc","totbiom_cons",214,NA
"1200",2020,"VNM","Yen Bai","totbiom_cons",1905,NA
"1201",2021,"MNG","Arhangay","elec_cons",1398,"mn-ar"
"1202",2021,"MNG","Bayan-Olgiy","elec_cons",2332,"mn-bo"
"1203",2021,"MNG","Bayanhongor","elec_cons",895,"mn-bh"
"1204",2021,"MNG","Bulgan","elec_cons",2012,"mn-bu"
"1205",2021,"MNG","Darhan-Uul","elec_cons",2656,"mn-da"
"1206",2021,"MNG","Dornod","elec_cons",1756,"mn-dd"
"1207",2021,"MNG","Dornogovi","elec_cons",2381,"mn-dg"
"1208",2021,"MNG","Dundgovi","elec_cons",1086,"mn-du"
"1209",2021,"MNG","Dzavhan","elec_cons",1929,"mn-dz"
"1210",2021,"MNG","Govi-Altay","elec_cons",1841,"mn-ga"
"1211",2021,"MNG","Hentiy","elec_cons",1304,"mn-hn"
"1212",2021,"MNG","Hovd","elec_cons",1239,"mn-hd"
"1213",2021,"MNG","Hovsgol","elec_cons",1206,"mn-hg"
"1214",2021,"MNG","Omnogovi","elec_cons",2520,"mn-og"
"1215",2021,"MNG","Orhon","elec_cons",2110,"mn-er"
"1216",2021,"MNG","Ovorhangay","elec_cons",1438,"mn-oh"
"1217",2021,"MNG","Selenge","elec_cons",2127,"mn-sl"
"1218",2021,"MNG","Suhbaatar","elec_cons",1922,"mn-sb"
"1219",2021,"MNG","Tov","elec_cons",2315,"mn-to"
"1220",2021,"MNG","Ulaanbaatar","elec_cons",1808,"mn-ub"
"1221",2021,"MNG","Uvs","elec_cons",1559,"mn-uv"
"1222",2021,"MNG","Arhangay","gas_cons",1,"mn-ar"
"1223",2021,"MNG","Bayan-Olgiy","gas_cons",17,"mn-bo"
"1224",2021,"MNG","Bayanhongor","gas_cons",2,"mn-bh"
"1225",2021,"MNG","Bulgan","gas_cons",0,"mn-bu"
"1226",2021,"MNG","Darhan-Uul","gas_cons",0,"mn-da"
"1227",2021,"MNG","Dornod","gas_cons",2,"mn-dd"
"1228",2021,"MNG","Dornogovi","gas_cons",2,"mn-dg"
"1229",2021,"MNG","Dundgovi","gas_cons",54,"mn-du"
"1230",2021,"MNG","Dzavhan","gas_cons",0,"mn-dz"
"1231",2021,"MNG","Govi-Altay","gas_cons",1,"mn-ga"
"1232",2021,"MNG","Hentiy","gas_cons",17,"mn-hn"
"1233",2021,"MNG","Hovd","gas_cons",0,"mn-hd"
"1234",2021,"MNG","Hovsgol","gas_cons",0,"mn-hg"
"1235",2021,"MNG","Omnogovi","gas_cons",23,"mn-og"
"1236",2021,"MNG","Orhon","gas_cons",0,"mn-er"
"1237",2021,"MNG","Ovorhangay","gas_cons",3,"mn-oh"
"1238",2021,"MNG","Selenge","gas_cons",1,"mn-sl"
"1239",2021,"MNG","Suhbaatar","gas_cons",1,"mn-sb"
"1240",2021,"MNG","Tov","gas_cons",48,"mn-to"
"1241",2021,"MNG","Ulaanbaatar","gas_cons",3,"mn-ub"
"1242",2021,"MNG","Uvs","gas_cons",0,"mn-uv"
"1243",2021,"MNG","Arhangay","totbiom_cons",15853,"mn-ar"
"1244",2021,"MNG","Bayan-Olgiy","totbiom_cons",11371,"mn-bo"
"1245",2021,"MNG","Bayanhongor","totbiom_cons",9131,"mn-bh"
"1246",2021,"MNG","Bulgan","totbiom_cons",16949,"mn-bu"
"1247",2021,"MNG","Darhan-Uul","totbiom_cons",10668,"mn-da"
"1248",2021,"MNG","Dornod","totbiom_cons",11296,"mn-dd"
"1249",2021,"MNG","Dornogovi","totbiom_cons",12726,"mn-dg"
"1250",2021,"MNG","Dundgovi","totbiom_cons",10536,"mn-du"
"1251",2021,"MNG","Dzavhan","totbiom_cons",21831,"mn-dz"
"1252",2021,"MNG","Govi-Altay","totbiom_cons",6058,"mn-ga"
"1253",2021,"MNG","Hentiy","totbiom_cons",14642,"mn-hn"
"1254",2021,"MNG","Hovd","totbiom_cons",4884,"mn-hd"
"1255",2021,"MNG","Hovsgol","totbiom_cons",22942,"mn-hg"
"1256",2021,"MNG","Omnogovi","totbiom_cons",3470,"mn-og"
"1257",2021,"MNG","Orhon","totbiom_cons",6139,"mn-er"
"1258",2021,"MNG","Ovorhangay","totbiom_cons",11944,"mn-oh"
"1259",2021,"MNG","Selenge","totbiom_cons",17962,"mn-sl"
"1260",2021,"MNG","Suhbaatar","totbiom_cons",12717,"mn-sb"
"1261",2021,"MNG","Tov","totbiom_cons",8829,"mn-to"
"1262",2021,"MNG","Ulaanbaatar","totbiom_cons",6719,"mn-ub"
"1263",2021,"MNG","Uvs","totbiom_cons",13828,"mn-uv"
